date,city,state,observed_temp,forecast_temp,meaning
2022-01-26,LANSING,MI,20,19,Partly Cloudy
2022-01-26,LANSING,MI,8,NA,NA
2022-01-26,LANSING,MI,8,9,Mostly Cloudy
2022-01-26,LANSING,MI,8,9,Partly Cloudy
2022-01-26,LANSING,MI,8,9,Snow Showers
2022-01-26,SALEM,OR,49,50,Fog
2022-01-26,SALEM,OR,49,NA,NA
2022-01-26,SALEM,OR,49,48,Partly Cloudy
2022-01-26,SALEM,OR,49,50,Sunny
2022-01-26,SALEM,OR,27,NA,NA
2022-01-26,SALEM,OR,27,29,Sunny
2022-01-26,SALEM,OR,27,29,Sunny
2022-01-26,SALEM,OR,27,26,Sunny
2022-01-26,ST_STE_MARIE,MI,15,14,Partly Cloudy
2022-01-26,ST_STE_MARIE,MI,15,NA,NA
2022-01-26,ST_STE_MARIE,MI,15,16,Snow Showers
2022-01-26,ST_STE_MARIE,MI,15,15,Snow Showers
2022-01-26,ST_STE_MARIE,MI,15,NA,NA
2022-01-26,ST_STE_MARIE,MI,15,15,Snow Showers
2022-01-26,ST_STE_MARIE,MI,15,15,Snow Showers
2022-01-26,ST_STE_MARIE,MI,15,14,Snow Showers
2022-01-26,SYRACUSE,NY,18,12,Snow Showers
2022-01-26,SYRACUSE,NY,18,NA,NA
2022-01-26,SYRACUSE,NY,18,13,Mostly Cloudy
2022-01-26,SYRACUSE,NY,18,15,Partly Cloudy
2022-01-26,SYRACUSE,NY,-7,NA,NA
2022-01-26,SYRACUSE,NY,-7,0,Partly Cloudy
2022-01-26,SYRACUSE,NY,-7,2,Partly Cloudy
2022-01-26,SYRACUSE,NY,-7,-2,Partly Cloudy
2022-01-27,ALBANY,NY,26,24,Partly Cloudy
2022-01-27,ALBANY,NY,26,25,Partly Cloudy
2022-01-27,ALBANY,NY,26,24,Partly Cloudy
2022-01-27,ALBANY,NY,26,25,Partly Cloudy
2022-01-27,ALBANY,NY,25,18,Partly Cloudy
2022-01-27,ALBANY,NY,25,18,Snow Showers
2022-01-27,ALBANY,NY,25,20,Partly Cloudy
2022-01-27,ALBANY,NY,25,18,Mostly Cloudy
2022-01-27,BUFFALO,NY,29,30,Mostly Cloudy
2022-01-27,BUFFALO,NY,29,28,Mostly Cloudy
2022-01-27,BUFFALO,NY,29,31,Snow Showers
2022-01-27,BUFFALO,NY,29,31,Snow Showers
2022-01-27,BUFFALO,NY,19,18,Mostly Cloudy
2022-01-27,BUFFALO,NY,19,14,Snow Showers
2022-01-27,BUFFALO,NY,19,15,Snow Showers
2022-01-27,BUFFALO,NY,19,14,Snow Showers
2022-01-27,COLORADO_SPGS,CO,29,28,Snow Showers
2022-01-27,COLORADO_SPGS,CO,29,28,Snow Showers
2022-01-27,COLORADO_SPGS,CO,29,30,Snow Showers
2022-01-27,COLORADO_SPGS,CO,29,30,Snow Showers
2022-01-27,COLORADO_SPGS,CO,9,9,Snow Showers
2022-01-27,COLORADO_SPGS,CO,9,10,Sunny
2022-01-27,COLORADO_SPGS,CO,9,10,Snow Showers
2022-01-27,COLORADO_SPGS,CO,9,8,Sunny
2022-01-27,MEDFORD,OR,61,58,Sunny
2022-01-27,MEDFORD,OR,61,58,Sunny
2022-01-27,MEDFORD,OR,61,58,Sunny
2022-01-27,MEDFORD,OR,61,58,Sunny
2022-01-27,MEDFORD,OR,30,26,Sunny
2022-01-27,MEDFORD,OR,30,23,Partly Cloudy
2022-01-27,MEDFORD,OR,30,24,Sunny
2022-01-27,MEDFORD,OR,30,21,Partly Cloudy
2022-01-27,NEW_YORK_CITY,NY,32,30,Sunny
2022-01-27,NEW_YORK_CITY,NY,32,31,Sunny
2022-01-27,NEW_YORK_CITY,NY,32,31,Sunny
2022-01-27,NEW_YORK_CITY,NY,32,31,Sunny
2022-01-27,NEW_YORK_CITY,NY,29,25,Sunny
2022-01-27,NEW_YORK_CITY,NY,29,26,Snow Showers
2022-01-27,NEW_YORK_CITY,NY,29,27,Sunny
2022-01-27,NEW_YORK_CITY,NY,29,26,Snow
2022-01-27,PENDLETON,OR,30,37,Fog
2022-01-27,PENDLETON,OR,30,36,Fog
2022-01-27,PENDLETON,OR,30,34,Mostly Cloudy
2022-01-27,PENDLETON,OR,30,33,Mostly Cloudy
2022-01-27,PENDLETON,OR,27,21,Fog
2022-01-27,PENDLETON,OR,27,27,Partly Cloudy
2022-01-27,PENDLETON,OR,27,24,Mostly Cloudy
2022-01-27,PENDLETON,OR,27,21,Cloudy
2022-01-27,PORTLAND,OR,48,48,Sunny
2022-01-27,PORTLAND,OR,48,49,Sunny
2022-01-27,PORTLAND,OR,48,51,Sunny
2022-01-27,PORTLAND,OR,48,50,Fog
2022-01-27,PORTLAND,OR,29,31,Sunny
2022-01-27,PORTLAND,OR,29,30,Partly Cloudy
2022-01-27,PORTLAND,OR,29,30,Fog
2022-01-27,PORTLAND,OR,29,29,Partly Cloudy
2022-01-27,PUEBLO,CO,32,32,Snow Showers
2022-01-27,PUEBLO,CO,32,33,Snow Showers
2022-01-27,PUEBLO,CO,32,36,Snow Showers
2022-01-27,PUEBLO,CO,32,36,Snow Showers
2022-01-27,PUEBLO,CO,1,7,Snow Showers
2022-01-27,PUEBLO,CO,1,7,Sunny
2022-01-27,PUEBLO,CO,1,7,Snow Showers
2022-01-27,PUEBLO,CO,1,5,Sunny
2022-01-27,ROCHESTER,NY,30,29,Mostly Cloudy
2022-01-27,ROCHESTER,NY,30,28,Mostly Cloudy
2022-01-27,ROCHESTER,NY,30,29,Mostly Cloudy
2022-01-27,ROCHESTER,NY,30,29,Mostly Cloudy
2022-01-27,ROCHESTER,NY,22,20,Mostly Cloudy
2022-01-27,ROCHESTER,NY,22,15,Snow Showers
2022-01-27,ROCHESTER,NY,22,17,Mostly Cloudy
2022-01-27,ROCHESTER,NY,22,17,Snow Showers
2022-01-27,DENVER,CO,28,30,Snow
2022-01-27,DENVER,CO,28,30,Snow
2022-01-27,DENVER,CO,28,31,Snow
2022-01-27,DENVER,CO,28,28,Snow
2022-01-27,DENVER,CO,4,5,Snow
2022-01-27,DENVER,CO,4,5,Sunny
2022-01-27,DENVER,CO,4,5,Snow
2022-01-27,DENVER,CO,4,10,Sunny
2022-01-27,DETROIT,MI,28,27,Mostly Cloudy
2022-01-27,DETROIT,MI,28,27,Mostly Cloudy
2022-01-27,DETROIT,MI,28,28,Mostly Cloudy
2022-01-27,DETROIT,MI,28,28,Mostly Cloudy
2022-01-27,DETROIT,MI,14,11,Mostly Cloudy
2022-01-27,DETROIT,MI,14,13,Partly Cloudy
2022-01-27,DETROIT,MI,14,11,Mostly Cloudy
2022-01-27,DETROIT,MI,14,10,Mostly Cloudy
2022-01-27,EUGENE,OR,46,48,Sunny
2022-01-27,EUGENE,OR,46,49,Sunny
2022-01-27,EUGENE,OR,46,49,Cloudy
2022-01-27,EUGENE,OR,46,49,Fog
2022-01-27,EUGENE,OR,25,31,Sunny
2022-01-27,EUGENE,OR,25,30,Partly Cloudy
2022-01-27,EUGENE,OR,25,29,Fog
2022-01-27,EUGENE,OR,25,29,Partly Cloudy
2022-01-27,FLINT,MI,28,27,Mostly Cloudy
2022-01-27,FLINT,MI,28,27,Mostly Cloudy
2022-01-27,FLINT,MI,28,28,Snow Showers
2022-01-27,FLINT,MI,28,27,Snow Showers
2022-01-27,FLINT,MI,7,6,Mostly Cloudy
2022-01-27,FLINT,MI,7,7,Partly Cloudy
2022-01-27,FLINT,MI,7,5,Snow Showers
2022-01-27,FLINT,MI,7,5,Partly Cloudy
2022-01-27,GRAND_JUNCTION,CO,37,36,Partly Cloudy
2022-01-27,GRAND_JUNCTION,CO,37,36,Partly Cloudy
2022-01-27,GRAND_JUNCTION,CO,37,36,Partly Cloudy
2022-01-27,GRAND_JUNCTION,CO,37,35,Mostly Cloudy
2022-01-27,GRAND_JUNCTION,CO,17,13,Partly Cloudy
2022-01-27,GRAND_JUNCTION,CO,17,13,Sunny
2022-01-27,GRAND_JUNCTION,CO,17,13,Mostly Cloudy
2022-01-27,GRAND_JUNCTION,CO,17,13,Sunny
2022-01-27,GRAND_RAPIDS,MI,30,29,Snow Showers
2022-01-27,GRAND_RAPIDS,MI,30,30,Snow Showers
2022-01-27,GRAND_RAPIDS,MI,30,29,Snow Showers
2022-01-27,GRAND_RAPIDS,MI,30,29,Snow Showers
2022-01-27,GRAND_RAPIDS,MI,10,8,Snow Showers
2022-01-27,GRAND_RAPIDS,MI,10,7,Partly Cloudy
2022-01-27,GRAND_RAPIDS,MI,10,7,Snow Showers
2022-01-27,GRAND_RAPIDS,MI,10,7,Partly Cloudy
2022-01-27,LANSING,MI,30,29,Mostly Cloudy
2022-01-27,LANSING,MI,30,30,Snow Showers
2022-01-27,LANSING,MI,30,29,Snow Showers
2022-01-27,LANSING,MI,30,30,Snow Showers
2022-01-27,LANSING,MI,10,9,Snow Showers
2022-01-27,LANSING,MI,10,7,Partly Cloudy
2022-01-27,LANSING,MI,10,6,Snow Showers
2022-01-27,LANSING,MI,10,7,Partly Cloudy
2022-01-27,SALEM,OR,51,49,Sunny
2022-01-27,SALEM,OR,51,49,Sunny
2022-01-27,SALEM,OR,51,50,Sunny
2022-01-27,SALEM,OR,51,50,Sunny
2022-01-27,SALEM,OR,27,29,Sunny
2022-01-27,SALEM,OR,27,28,Partly Cloudy
2022-01-27,SALEM,OR,27,28,Sunny
2022-01-27,SALEM,OR,27,27,Partly Cloudy
2022-01-27,ST_STE_MARIE,MI,25,21,Snow Showers
2022-01-27,ST_STE_MARIE,MI,25,22,Snow Showers
2022-01-27,ST_STE_MARIE,MI,25,23,Snow Showers
2022-01-27,ST_STE_MARIE,MI,25,22,Snow
2022-01-27,ST_STE_MARIE,MI,-4,-8,Snow Showers
2022-01-27,ST_STE_MARIE,MI,-4,-9,Very Cold
2022-01-27,ST_STE_MARIE,MI,-4,-7,Snow
2022-01-27,ST_STE_MARIE,MI,-4,-7,Very Cold
2022-01-27,SYRACUSE,NY,30,28,Partly Cloudy
2022-01-27,SYRACUSE,NY,30,29,Mostly Cloudy
2022-01-27,SYRACUSE,NY,30,28,Partly Cloudy
2022-01-27,SYRACUSE,NY,30,28,Mostly Cloudy
2022-01-27,SYRACUSE,NY,28,22,Mostly Cloudy
2022-01-27,SYRACUSE,NY,28,21,Snow Showers
2022-01-27,SYRACUSE,NY,28,20,Mostly Cloudy
2022-01-27,SYRACUSE,NY,28,19,Snow Showers
2022-01-28,ALBANY,NY,30,29,Snow Showers
2022-01-28,ALBANY,NY,30,28,Mostly Cloudy
2022-01-28,ALBANY,NY,30,30,Mostly Cloudy
2022-01-28,ALBANY,NY,30,29,Cloudy
2022-01-28,ALBANY,NY,5,5,Mostly Cloudy
2022-01-28,ALBANY,NY,5,3,Snow
2022-01-28,ALBANY,NY,5,6,Cloudy
2022-01-28,ALBANY,NY,5,7,Snow
2022-01-28,BUFFALO,NY,19,18,Snow Showers
2022-01-28,BUFFALO,NY,19,16,Snow Showers
2022-01-28,BUFFALO,NY,19,15,Snow Showers
2022-01-28,BUFFALO,NY,19,21,Snow Showers
2022-01-28,BUFFALO,NY,8,2,Snow Showers
2022-01-28,BUFFALO,NY,8,1,Mostly Cloudy
2022-01-28,BUFFALO,NY,8,3,Snow Showers
2022-01-28,BUFFALO,NY,8,3,Mostly Cloudy
2022-01-28,COLORADO_SPGS,CO,48,47,Sunny
2022-01-28,COLORADO_SPGS,CO,48,47,Sunny
2022-01-28,COLORADO_SPGS,CO,48,44,Sunny
2022-01-28,COLORADO_SPGS,CO,48,44,Sunny
2022-01-28,COLORADO_SPGS,CO,21,19,Sunny
2022-01-28,COLORADO_SPGS,CO,21,20,Sunny
2022-01-28,COLORADO_SPGS,CO,21,20,Sunny
2022-01-28,COLORADO_SPGS,CO,21,21,Sunny
2022-01-28,MEDFORD,OR,61,57,Partly Cloudy
2022-01-28,MEDFORD,OR,61,57,Partly Cloudy
2022-01-28,MEDFORD,OR,61,57,Partly Cloudy
2022-01-28,MEDFORD,OR,61,61,Sunny
2022-01-28,MEDFORD,OR,26,28,Partly Cloudy
2022-01-28,MEDFORD,OR,26,22,Sunny
2022-01-28,MEDFORD,OR,26,22,Sunny
2022-01-28,MEDFORD,OR,26,22,Sunny
2022-01-28,NEW_YORK_CITY,NY,32,36,Snow Showers
2022-01-28,NEW_YORK_CITY,NY,32,36,Rain and Snow
2022-01-28,NEW_YORK_CITY,NY,32,35,Snow
2022-01-28,NEW_YORK_CITY,NY,32,33,Snow
2022-01-28,NEW_YORK_CITY,NY,19,16,Rain and Snow
2022-01-28,NEW_YORK_CITY,NY,19,20,Blizzard
2022-01-28,NEW_YORK_CITY,NY,19,17,Snow
2022-01-28,NEW_YORK_CITY,NY,19,17,Snow
2022-01-28,PENDLETON,OR,30,34,Partly Cloudy
2022-01-28,PENDLETON,OR,30,34,Mostly Cloudy
2022-01-28,PENDLETON,OR,30,37,Cloudy
2022-01-28,PENDLETON,OR,30,35,Cloudy
2022-01-28,PENDLETON,OR,26,23,Mostly Cloudy
2022-01-28,PENDLETON,OR,26,24,Partly Cloudy
2022-01-28,PENDLETON,OR,26,21,Cloudy
2022-01-28,PENDLETON,OR,26,21,Mostly Cloudy
2022-01-28,PORTLAND,OR,46,51,Partly Cloudy
2022-01-28,PORTLAND,OR,46,51,Partly Cloudy
2022-01-28,PORTLAND,OR,46,49,Partly Cloudy
2022-01-28,PORTLAND,OR,46,50,Sunny
2022-01-28,PORTLAND,OR,26,33,Partly Cloudy
2022-01-28,PORTLAND,OR,26,33,Partly Cloudy
2022-01-28,PORTLAND,OR,26,33,Sunny
2022-01-28,PORTLAND,OR,26,31,Partly Cloudy
2022-01-28,PUEBLO,CO,50,51,Sunny
2022-01-28,PUEBLO,CO,50,53,Sunny
2022-01-28,PUEBLO,CO,50,48,Sunny
2022-01-28,PUEBLO,CO,50,48,Sunny
2022-01-28,PUEBLO,CO,14,13,Sunny
2022-01-28,PUEBLO,CO,14,13,Sunny
2022-01-28,PUEBLO,CO,14,13,Sunny
2022-01-28,PUEBLO,CO,14,13,Sunny
2022-01-28,ROCHESTER,NY,22,19,Snow Showers
2022-01-28,ROCHESTER,NY,22,18,Snow Showers
2022-01-28,ROCHESTER,NY,22,18,Snow Showers
2022-01-28,ROCHESTER,NY,22,23,Snow Showers
2022-01-28,ROCHESTER,NY,9,4,Snow Showers
2022-01-28,ROCHESTER,NY,9,3,Snow Showers
2022-01-28,ROCHESTER,NY,9,6,Snow Showers
2022-01-28,ROCHESTER,NY,9,6,Snow Showers
2022-01-28,DENVER,CO,43,45,Sunny
2022-01-28,DENVER,CO,43,43,Sunny
2022-01-28,DENVER,CO,43,45,Sunny
2022-01-28,DENVER,CO,43,45,Sunny
2022-01-28,DENVER,CO,26,20,Sunny
2022-01-28,DENVER,CO,26,20,Sunny
2022-01-28,DENVER,CO,26,20,Sunny
2022-01-28,DENVER,CO,26,20,Sunny
2022-01-28,DETROIT,MI,21,19,Partly Cloudy
2022-01-28,DETROIT,MI,21,18,Partly Cloudy
2022-01-28,DETROIT,MI,21,18,Mostly Cloudy
2022-01-28,DETROIT,MI,21,19,Mostly Cloudy
2022-01-28,DETROIT,MI,-1,1,Partly Cloudy
2022-01-28,DETROIT,MI,-1,2,Sunny
2022-01-28,DETROIT,MI,-1,3,Mostly Cloudy
2022-01-28,DETROIT,MI,-1,3,Sunny
2022-01-28,EUGENE,OR,48,53,Partly Cloudy
2022-01-28,EUGENE,OR,48,52,Partly Cloudy
2022-01-28,EUGENE,OR,48,50,Partly Cloudy
2022-01-28,EUGENE,OR,48,50,Partly Cloudy
2022-01-28,EUGENE,OR,26,32,Partly Cloudy
2022-01-28,EUGENE,OR,26,32,Partly Cloudy
2022-01-28,EUGENE,OR,26,32,Partly Cloudy
2022-01-28,EUGENE,OR,26,30,Sunny
2022-01-28,FLINT,MI,18,16,Partly Cloudy
2022-01-28,FLINT,MI,18,15,Partly Cloudy
2022-01-28,FLINT,MI,18,15,Partly Cloudy
2022-01-28,FLINT,MI,18,16,Mostly Cloudy
2022-01-28,FLINT,MI,-14,-1,Partly Cloudy
2022-01-28,FLINT,MI,-14,-1,Partly Cloudy
2022-01-28,FLINT,MI,-14,0,Mostly Cloudy
2022-01-28,FLINT,MI,-14,-2,Sunny
2022-01-28,GRAND_JUNCTION,CO,39,36,Sunny
2022-01-28,GRAND_JUNCTION,CO,39,36,Sunny
2022-01-28,GRAND_JUNCTION,CO,39,36,Sunny
2022-01-28,GRAND_JUNCTION,CO,39,36,Sunny
2022-01-28,GRAND_JUNCTION,CO,15,13,Sunny
2022-01-28,GRAND_JUNCTION,CO,15,13,Sunny
2022-01-28,GRAND_JUNCTION,CO,15,13,Sunny
2022-01-28,GRAND_JUNCTION,CO,15,15,Sunny
2022-01-28,GRAND_RAPIDS,MI,20,17,Partly Cloudy
2022-01-28,GRAND_RAPIDS,MI,20,17,Partly Cloudy
2022-01-28,GRAND_RAPIDS,MI,20,17,Partly Cloudy
2022-01-28,GRAND_RAPIDS,MI,20,17,Mostly Cloudy
2022-01-28,GRAND_RAPIDS,MI,1,1,Partly Cloudy
2022-01-28,GRAND_RAPIDS,MI,1,4,Mostly Cloudy
2022-01-28,GRAND_RAPIDS,MI,1,2,Mostly Cloudy
2022-01-28,GRAND_RAPIDS,MI,1,5,Mostly Cloudy
2022-01-28,LANSING,MI,18,16,Partly Cloudy
2022-01-28,LANSING,MI,18,16,Sunny
2022-01-28,LANSING,MI,18,17,Partly Cloudy
2022-01-28,LANSING,MI,18,17,Mostly Cloudy
2022-01-28,LANSING,MI,0,2,Sunny
2022-01-28,LANSING,MI,0,3,Partly Cloudy
2022-01-28,LANSING,MI,0,-2,Mostly Cloudy
2022-01-28,LANSING,MI,0,3,Mostly Cloudy
2022-01-28,SALEM,OR,50,50,Partly Cloudy
2022-01-28,SALEM,OR,50,50,Partly Cloudy
2022-01-28,SALEM,OR,50,49,Partly Cloudy
2022-01-28,SALEM,OR,50,49,Sunny
2022-01-28,SALEM,OR,26,32,Partly Cloudy
2022-01-28,SALEM,OR,26,31,Partly Cloudy
2022-01-28,SALEM,OR,26,31,Sunny
2022-01-28,SALEM,OR,26,30,Sunny
2022-01-28,ST_STE_MARIE,MI,10,8,Very Cold
2022-01-28,ST_STE_MARIE,MI,10,8,Very Cold
2022-01-28,ST_STE_MARIE,MI,10,10,Very Cold
2022-01-28,ST_STE_MARIE,MI,10,10,Very Cold
2022-01-28,ST_STE_MARIE,MI,-4,1,Very Cold
2022-01-28,ST_STE_MARIE,MI,-4,-1,Mostly Cloudy
2022-01-28,ST_STE_MARIE,MI,-4,-2,Very Cold
2022-01-28,ST_STE_MARIE,MI,-4,-3,Mostly Cloudy
2022-01-28,SYRACUSE,NY,28,24,Snow Showers
2022-01-28,SYRACUSE,NY,28,22,Snow Showers
2022-01-28,SYRACUSE,NY,28,21,Snow Showers
2022-01-28,SYRACUSE,NY,28,24,Snow Showers
2022-01-28,SYRACUSE,NY,1,-2,Snow Showers
2022-01-28,SYRACUSE,NY,1,-3,Mostly Cloudy
2022-01-28,SYRACUSE,NY,1,-1,Snow Showers
2022-01-28,SYRACUSE,NY,1,-1,Partly Cloudy
2022-01-29,ALBANY,NY,10,16,Snow
2022-01-29,ALBANY,NY,10,15,Snow
2022-01-29,ALBANY,NY,10,13,Snow
2022-01-29,ALBANY,NY,10,14,Snow
2022-01-29,ALBANY,NY,4,3,Snow
2022-01-29,ALBANY,NY,4,4,Partly Cloudy
2022-01-29,ALBANY,NY,4,3,Snow
2022-01-29,ALBANY,NY,4,-1,Sunny
2022-01-29,BUFFALO,NY,15,14,Mostly Cloudy
2022-01-29,BUFFALO,NY,15,14,Mostly Cloudy
2022-01-29,BUFFALO,NY,15,15,Mostly Cloudy
2022-01-29,BUFFALO,NY,15,13,Snow Showers
2022-01-29,BUFFALO,NY,2,2,Mostly Cloudy
2022-01-29,BUFFALO,NY,2,2,Snow Showers
2022-01-29,BUFFALO,NY,2,2,Snow Showers
2022-01-29,BUFFALO,NY,2,2,Snow Showers
2022-01-29,COLORADO_SPGS,CO,57,56,Sunny
2022-01-29,COLORADO_SPGS,CO,57,55,Sunny
2022-01-29,COLORADO_SPGS,CO,57,56,Sunny
2022-01-29,COLORADO_SPGS,CO,57,55,Sunny
2022-01-29,COLORADO_SPGS,CO,21,23,Sunny
2022-01-29,COLORADO_SPGS,CO,21,23,Sunny
2022-01-29,COLORADO_SPGS,CO,21,23,Sunny
2022-01-29,COLORADO_SPGS,CO,21,23,Sunny
2022-01-29,MEDFORD,OR,58,57,Sunny
2022-01-29,MEDFORD,OR,58,58,Sunny
2022-01-29,MEDFORD,OR,58,58,Sunny
2022-01-29,MEDFORD,OR,58,58,Sunny
2022-01-29,MEDFORD,OR,28,31,Sunny
2022-01-29,MEDFORD,OR,28,31,Mostly Cloudy
2022-01-29,MEDFORD,OR,28,28,Sunny
2022-01-29,MEDFORD,OR,28,23,Mostly Cloudy
2022-01-29,NEW_YORK_CITY,NY,20,21,Blizzard
2022-01-29,NEW_YORK_CITY,NY,20,23,Snow
2022-01-29,NEW_YORK_CITY,NY,20,24,Snow
2022-01-29,NEW_YORK_CITY,NY,20,23,Snow
2022-01-29,NEW_YORK_CITY,NY,12,12,Snow
2022-01-29,NEW_YORK_CITY,NY,12,11,Sunny
2022-01-29,NEW_YORK_CITY,NY,12,11,Snow
2022-01-29,NEW_YORK_CITY,NY,12,10,Sunny
2022-01-29,PENDLETON,OR,31,40,Partly Cloudy
2022-01-29,PENDLETON,OR,31,40,Mostly Cloudy
2022-01-29,PENDLETON,OR,31,40,Mostly Cloudy
2022-01-29,PENDLETON,OR,31,35,Mostly Cloudy
2022-01-29,PENDLETON,OR,27,24,Mostly Cloudy
2022-01-29,PENDLETON,OR,27,24,Mostly Cloudy
2022-01-29,PENDLETON,OR,27,23,Mostly Cloudy
2022-01-29,PENDLETON,OR,27,26,Mostly Cloudy
2022-01-29,PORTLAND,OR,47,51,Partly Cloudy
2022-01-29,PORTLAND,OR,47,51,Partly Cloudy
2022-01-29,PORTLAND,OR,47,50,Partly Cloudy
2022-01-29,PORTLAND,OR,47,51,Partly Cloudy
2022-01-29,PORTLAND,OR,36,38,Partly Cloudy
2022-01-29,PORTLAND,OR,36,38,Rain
2022-01-29,PORTLAND,OR,36,38,Partly Cloudy
2022-01-29,PORTLAND,OR,36,38,Rain
2022-01-29,PUEBLO,CO,59,59,Sunny
2022-01-29,PUEBLO,CO,59,57,Sunny
2022-01-29,PUEBLO,CO,59,58,Sunny
2022-01-29,PUEBLO,CO,59,60,Sunny
2022-01-29,PUEBLO,CO,15,15,Sunny
2022-01-29,PUEBLO,CO,15,17,Sunny
2022-01-29,PUEBLO,CO,15,17,Sunny
2022-01-29,PUEBLO,CO,15,16,Sunny
2022-01-29,ROCHESTER,NY,11,13,Snow Showers
2022-01-29,ROCHESTER,NY,11,13,Snow Showers
2022-01-29,ROCHESTER,NY,11,14,Snow Showers
2022-01-29,ROCHESTER,NY,11,12,Snow Showers
2022-01-29,ROCHESTER,NY,-7,5,Snow Showers
2022-01-29,ROCHESTER,NY,-7,5,Mostly Cloudy
2022-01-29,ROCHESTER,NY,-7,3,Snow Showers
2022-01-29,ROCHESTER,NY,-7,5,Snow Flurries
2022-01-29,DENVER,CO,56,52,Sunny
2022-01-29,DENVER,CO,56,52,Sunny
2022-01-29,DENVER,CO,56,52,Sunny
2022-01-29,DENVER,CO,56,54,Sunny
2022-01-29,DENVER,CO,15,20,Sunny
2022-01-29,DENVER,CO,15,20,Sunny
2022-01-29,DENVER,CO,15,23,Sunny
2022-01-29,DENVER,CO,15,23,Sunny
2022-01-29,DETROIT,MI,19,19,Sunny
2022-01-29,DETROIT,MI,19,19,Sunny
2022-01-29,DETROIT,MI,19,19,Sunny
2022-01-29,DETROIT,MI,19,19,Partly Cloudy
2022-01-29,DETROIT,MI,8,9,Sunny
2022-01-29,DETROIT,MI,8,10,Mostly Cloudy
2022-01-29,DETROIT,MI,8,10,Partly Cloudy
2022-01-29,DETROIT,MI,8,11,Mostly Cloudy
2022-01-29,EUGENE,OR,53,52,Partly Cloudy
2022-01-29,EUGENE,OR,53,53,Sunny
2022-01-29,EUGENE,OR,53,51,Sunny
2022-01-29,EUGENE,OR,53,53,Sunny
2022-01-29,EUGENE,OR,29,36,Sunny
2022-01-29,EUGENE,OR,29,36,Rain
2022-01-29,EUGENE,OR,29,35,Sunny
2022-01-29,EUGENE,OR,29,32,Mostly Cloudy
2022-01-29,FLINT,MI,19,19,Partly Cloudy
2022-01-29,FLINT,MI,19,19,Partly Cloudy
2022-01-29,FLINT,MI,19,20,Sunny
2022-01-29,FLINT,MI,19,19,Partly Cloudy
2022-01-29,FLINT,MI,11,10,Partly Cloudy
2022-01-29,FLINT,MI,11,11,Snow Showers
2022-01-29,FLINT,MI,11,9,Partly Cloudy
2022-01-29,FLINT,MI,11,10,Snow Showers
2022-01-29,GRAND_JUNCTION,CO,39,40,Sunny
2022-01-29,GRAND_JUNCTION,CO,39,38,Sunny
2022-01-29,GRAND_JUNCTION,CO,39,39,Sunny
2022-01-29,GRAND_JUNCTION,CO,39,39,Sunny
2022-01-29,GRAND_JUNCTION,CO,16,12,Sunny
2022-01-29,GRAND_JUNCTION,CO,16,13,Sunny
2022-01-29,GRAND_JUNCTION,CO,16,15,Sunny
2022-01-29,GRAND_JUNCTION,CO,16,16,Sunny
2022-01-29,GRAND_RAPIDS,MI,21,22,Mostly Cloudy
2022-01-29,GRAND_RAPIDS,MI,21,22,Mostly Cloudy
2022-01-29,GRAND_RAPIDS,MI,21,21,Mostly Cloudy
2022-01-29,GRAND_RAPIDS,MI,21,22,Cloudy
2022-01-29,GRAND_RAPIDS,MI,15,14,Mostly Cloudy
2022-01-29,GRAND_RAPIDS,MI,15,14,Mostly Cloudy
2022-01-29,GRAND_RAPIDS,MI,15,13,Cloudy
2022-01-29,GRAND_RAPIDS,MI,15,15,Mostly Cloudy
2022-01-29,LANSING,MI,23,22,Partly Cloudy
2022-01-29,LANSING,MI,23,22,Mostly Cloudy
2022-01-29,LANSING,MI,23,21,Mostly Cloudy
2022-01-29,LANSING,MI,23,23,Mostly Cloudy
2022-01-29,LANSING,MI,16,14,Mostly Cloudy
2022-01-29,LANSING,MI,16,14,Mostly Cloudy
2022-01-29,LANSING,MI,16,14,Mostly Cloudy
2022-01-29,LANSING,MI,16,15,Mostly Cloudy
2022-01-29,SALEM,OR,51,52,Partly Cloudy
2022-01-29,SALEM,OR,51,52,Partly Cloudy
2022-01-29,SALEM,OR,51,51,Sunny
2022-01-29,SALEM,OR,51,52,Sunny
2022-01-29,SALEM,OR,30,36,Partly Cloudy
2022-01-29,SALEM,OR,30,36,Rain
2022-01-29,SALEM,OR,30,36,Sunny
2022-01-29,SALEM,OR,30,32,Rain
2022-01-29,ST_STE_MARIE,MI,17,19,Mostly Cloudy
2022-01-29,ST_STE_MARIE,MI,17,19,Mostly Cloudy
2022-01-29,ST_STE_MARIE,MI,17,19,Mostly Cloudy
2022-01-29,ST_STE_MARIE,MI,17,18,Snow Showers
2022-01-29,ST_STE_MARIE,MI,13,13,Mostly Cloudy
2022-01-29,ST_STE_MARIE,MI,13,14,Snow Showers
2022-01-29,ST_STE_MARIE,MI,13,12,Snow Showers
2022-01-29,ST_STE_MARIE,MI,13,7,Mostly Cloudy
2022-01-29,SYRACUSE,NY,11,14,Mostly Cloudy
2022-01-29,SYRACUSE,NY,11,11,Mostly Cloudy
2022-01-29,SYRACUSE,NY,11,11,Partly Cloudy
2022-01-29,SYRACUSE,NY,11,12,Mostly Cloudy
2022-01-29,SYRACUSE,NY,-9,3,Mostly Cloudy
2022-01-29,SYRACUSE,NY,-9,3,Snow Showers
