date,city,state,observed_temp,forecast_temp,meaning
2022-01-02,ALBANY,NY,35,39,Rain and Snow
2022-01-02,ALBANY,NY,35,40,Rain
2022-01-02,ALBANY,NY,35,37,Sleet
2022-01-02,ALBANY,NY,35,39,Sleet
2022-01-02,ALBANY,NY,18,19,Rain
2022-01-02,ALBANY,NY,18,18,Partly Cloudy
2022-01-02,ALBANY,NY,18,18,Sleet
2022-01-02,ALBANY,NY,18,16,Mostly Cloudy
2022-01-02,BUFFALO,NY,30,30,Freezing Rain
2022-01-02,BUFFALO,NY,30,30,Snow
2022-01-02,BUFFALO,NY,30,27,Snow
2022-01-02,BUFFALO,NY,30,30,Snow
2022-01-02,BUFFALO,NY,12,16,Snow
2022-01-02,BUFFALO,NY,12,10,Mostly Cloudy
2022-01-02,BUFFALO,NY,12,13,Snow
2022-01-02,BUFFALO,NY,12,10,Sunny
2022-01-02,COLORADO_SPGS,CO,44,43,Sunny
2022-01-02,COLORADO_SPGS,CO,44,42,Sunny
2022-01-02,COLORADO_SPGS,CO,44,39,Sunny
2022-01-02,COLORADO_SPGS,CO,44,37,Sunny
2022-01-02,COLORADO_SPGS,CO,20,18,Sunny
2022-01-02,COLORADO_SPGS,CO,20,15,Sunny
2022-01-02,COLORADO_SPGS,CO,20,17,Sunny
2022-01-02,COLORADO_SPGS,CO,20,15,Sunny
2022-01-02,MEDFORD,OR,46,41,Mostly Cloudy
2022-01-02,MEDFORD,OR,46,41,Mostly Cloudy
2022-01-02,MEDFORD,OR,46,42,Mostly Cloudy
2022-01-02,MEDFORD,OR,46,42,Mostly Cloudy
2022-01-02,MEDFORD,OR,44,37,Mostly Cloudy
2022-01-02,MEDFORD,OR,44,36,Rain
2022-01-02,MEDFORD,OR,44,36,Mostly Cloudy
2022-01-02,MEDFORD,OR,44,36,Rain
2022-01-02,NEW_YORK_CITY,NY,59,56,Rain Showers
2022-01-02,NEW_YORK_CITY,NY,59,55,Rain Showers
2022-01-02,NEW_YORK_CITY,NY,59,54,Rain Showers
2022-01-02,NEW_YORK_CITY,NY,59,56,Rain Showers
2022-01-02,NEW_YORK_CITY,NY,31,28,Rain Showers
2022-01-02,NEW_YORK_CITY,NY,31,28,Partly Cloudy
2022-01-02,NEW_YORK_CITY,NY,31,28,Rain Showers
2022-01-02,NEW_YORK_CITY,NY,31,28,Snow
2022-01-02,PENDLETON,OR,35,31,Mostly Cloudy
2022-01-02,PENDLETON,OR,35,31,Mostly Cloudy
2022-01-02,PENDLETON,OR,35,31,Mostly Cloudy
2022-01-02,PENDLETON,OR,35,31,Mostly Cloudy
2022-01-02,PENDLETON,OR,35,22,Mostly Cloudy
2022-01-02,PENDLETON,OR,35,22,Rain
2022-01-02,PENDLETON,OR,35,22,Mostly Cloudy
2022-01-02,PENDLETON,OR,35,23,Rain
2022-01-02,PORTLAND,OR,42,44,Rain
2022-01-02,PORTLAND,OR,42,46,Rain
2022-01-02,PORTLAND,OR,42,45,Rain
2022-01-02,PORTLAND,OR,42,46,Rain
2022-01-02,PORTLAND,OR,35,41,Rain
2022-01-02,PORTLAND,OR,35,41,Rain
2022-01-02,PORTLAND,OR,35,39,Rain
2022-01-02,PORTLAND,OR,35,39,Rain
2022-01-02,PUEBLO,CO,36,43,Sunny
2022-01-02,PUEBLO,CO,36,42,Sunny
2022-01-02,PUEBLO,CO,36,41,Sunny
2022-01-02,PUEBLO,CO,36,37,Sunny
2022-01-02,PUEBLO,CO,4,10,Sunny
2022-01-02,PUEBLO,CO,4,9,Sunny
2022-01-02,PUEBLO,CO,4,6,Sunny
2022-01-02,PUEBLO,CO,4,8,Sunny
2022-01-02,ROCHESTER,NY,28,30,Snow
2022-01-02,ROCHESTER,NY,28,30,Snow
2022-01-02,ROCHESTER,NY,28,26,Snow
2022-01-02,ROCHESTER,NY,28,29,Snow
2022-01-02,ROCHESTER,NY,14,15,Snow
2022-01-02,ROCHESTER,NY,14,17,Snow Showers
2022-01-02,ROCHESTER,NY,14,17,Snow
2022-01-02,ROCHESTER,NY,14,16,Snow Flurries
2022-01-02,DENVER,CO,40,41,Sunny
2022-01-02,DENVER,CO,40,41,Sunny
2022-01-02,DENVER,CO,40,41,Sunny
2022-01-02,DENVER,CO,40,40,Sunny
2022-01-02,DENVER,CO,21,13,Sunny
2022-01-02,DENVER,CO,21,13,Partly Cloudy
2022-01-02,DENVER,CO,21,12,Sunny
2022-01-02,DENVER,CO,21,12,Partly Cloudy
2022-01-02,DETROIT,MI,25,29,Snow Showers
2022-01-02,DETROIT,MI,25,29,Snow Showers
2022-01-02,DETROIT,MI,25,29,Snow Showers
2022-01-02,DETROIT,MI,25,28,Snow Showers
2022-01-02,DETROIT,MI,11,14,Snow Showers
2022-01-02,DETROIT,MI,11,14,Sunny
2022-01-02,DETROIT,MI,11,13,Snow Showers
2022-01-02,DETROIT,MI,11,9,Sunny
2022-01-02,EUGENE,OR,50,47,Rain
2022-01-02,EUGENE,OR,50,47,Rain
2022-01-02,EUGENE,OR,50,47,Rain
2022-01-02,EUGENE,OR,50,48,Rain
2022-01-02,EUGENE,OR,47,42,Rain
2022-01-02,EUGENE,OR,47,42,Rain
2022-01-02,EUGENE,OR,47,41,Rain
2022-01-02,EUGENE,OR,47,42,Rain
2022-01-02,FLINT,MI,21,24,Snow Showers
2022-01-02,FLINT,MI,21,24,Snow Showers
2022-01-02,FLINT,MI,21,25,Snow Showers
2022-01-02,FLINT,MI,21,25,Snow Showers
2022-01-02,FLINT,MI,-2,10,Snow Showers
2022-01-02,FLINT,MI,-2,10,Partly Cloudy
2022-01-02,FLINT,MI,-2,8,Snow Showers
2022-01-02,FLINT,MI,-2,4,Partly Cloudy
2022-01-02,GRAND_JUNCTION,CO,20,24,Sunny
2022-01-02,GRAND_JUNCTION,CO,20,23,Sunny
2022-01-02,GRAND_JUNCTION,CO,20,24,Sunny
2022-01-02,GRAND_JUNCTION,CO,20,23,Sunny
2022-01-02,GRAND_JUNCTION,CO,-2,4,Sunny
2022-01-02,GRAND_JUNCTION,CO,-2,4,Sunny
2022-01-02,GRAND_JUNCTION,CO,-2,3,Sunny
2022-01-02,GRAND_JUNCTION,CO,-2,5,Sunny
2022-01-02,GRAND_RAPIDS,MI,24,26,Snow
2022-01-02,GRAND_RAPIDS,MI,24,26,Snow
2022-01-02,GRAND_RAPIDS,MI,24,26,Snow Showers
2022-01-02,GRAND_RAPIDS,MI,24,26,Snow Showers
2022-01-02,GRAND_RAPIDS,MI,13,13,Snow
2022-01-02,GRAND_RAPIDS,MI,13,14,Partly Cloudy
2022-01-02,GRAND_RAPIDS,MI,13,15,Snow Showers
2022-01-02,GRAND_RAPIDS,MI,13,14,Mostly Cloudy
2022-01-02,LANSING,MI,22,25,Mostly Cloudy
2022-01-02,LANSING,MI,22,25,Snow
2022-01-02,LANSING,MI,22,26,Snow Showers
2022-01-02,LANSING,MI,22,24,Snow Showers
2022-01-02,LANSING,MI,6,12,Snow
2022-01-02,LANSING,MI,6,13,Partly Cloudy
2022-01-02,LANSING,MI,6,13,Snow Showers
2022-01-02,LANSING,MI,6,12,Partly Cloudy
2022-01-02,SALEM,OR,51,47,Rain
2022-01-02,SALEM,OR,51,47,Rain
2022-01-02,SALEM,OR,51,47,Rain
2022-01-02,SALEM,OR,51,49,Rain
2022-01-02,SALEM,OR,47,43,Rain
2022-01-02,SALEM,OR,47,43,Rain
2022-01-02,SALEM,OR,47,41,Rain
2022-01-02,SALEM,OR,47,41,Rain
2022-01-02,ST_STE_MARIE,MI,14,16,Snow Showers
2022-01-02,ST_STE_MARIE,MI,14,16,Snow Showers
2022-01-02,ST_STE_MARIE,MI,14,16,Snow Showers
2022-01-02,ST_STE_MARIE,MI,14,14,Snow Showers
2022-01-02,ST_STE_MARIE,MI,6,8,Snow Showers
2022-01-02,ST_STE_MARIE,MI,6,8,Mostly Cloudy
2022-01-02,ST_STE_MARIE,MI,6,8,Snow Showers
2022-01-02,ST_STE_MARIE,MI,6,5,Mostly Cloudy
2022-01-02,SYRACUSE,NY,30,35,Rain and Snow
2022-01-02,SYRACUSE,NY,30,33,Snow
2022-01-02,SYRACUSE,NY,30,31,Snow Showers
2022-01-02,SYRACUSE,NY,30,29,Snow
2022-01-02,SYRACUSE,NY,13,15,Snow
2022-01-02,SYRACUSE,NY,13,15,Snow Showers
2022-01-02,SYRACUSE,NY,13,17,Snow
2022-01-02,SYRACUSE,NY,13,13,Snow Showers
2022-01-03,ALBANY,NY,19,27,Partly Cloudy
2022-01-03,ALBANY,NY,19,27,Partly Cloudy
2022-01-03,ALBANY,NY,19,24,Mostly Cloudy
2022-01-03,ALBANY,NY,19,24,Mostly Cloudy
2022-01-03,ALBANY,NY,10,15,Partly Cloudy
2022-01-03,ALBANY,NY,10,13,Sunny
2022-01-03,ALBANY,NY,10,12,Mostly Cloudy
2022-01-03,ALBANY,NY,10,9,Sunny
2022-01-03,BUFFALO,NY,21,25,Mostly Cloudy
2022-01-03,BUFFALO,NY,21,25,Partly Cloudy
2022-01-03,BUFFALO,NY,21,23,Sunny
2022-01-03,BUFFALO,NY,21,22,Mostly Cloudy
2022-01-03,BUFFALO,NY,14,19,Partly Cloudy
2022-01-03,BUFFALO,NY,14,19,Partly Cloudy
2022-01-03,BUFFALO,NY,14,20,Mostly Cloudy
2022-01-03,BUFFALO,NY,14,14,Mostly Cloudy
2022-01-03,COLORADO_SPGS,CO,58,53,Sunny
2022-01-03,COLORADO_SPGS,CO,58,53,Sunny
2022-01-03,COLORADO_SPGS,CO,58,52,Sunny
2022-01-03,COLORADO_SPGS,CO,58,52,Sunny
2022-01-03,COLORADO_SPGS,CO,34,26,Sunny
2022-01-03,COLORADO_SPGS,CO,34,25,Windy
2022-01-03,COLORADO_SPGS,CO,34,26,Sunny
2022-01-03,COLORADO_SPGS,CO,34,29,Windy
2022-01-03,MEDFORD,OR,53,47,Rain
2022-01-03,MEDFORD,OR,53,47,Rain
2022-01-03,MEDFORD,OR,53,47,Rain
2022-01-03,MEDFORD,OR,53,47,Rain
2022-01-03,MEDFORD,OR,40,36,Rain
2022-01-03,MEDFORD,OR,40,36,Rain
2022-01-03,MEDFORD,OR,40,37,Rain
2022-01-03,MEDFORD,OR,40,38,Rain
2022-01-03,NEW_YORK_CITY,NY,31,34,Partly Cloudy
2022-01-03,NEW_YORK_CITY,NY,31,33,Snow
2022-01-03,NEW_YORK_CITY,NY,31,32,Snow
2022-01-03,NEW_YORK_CITY,NY,31,32,Snow
2022-01-03,NEW_YORK_CITY,NY,19,23,Snow
2022-01-03,NEW_YORK_CITY,NY,19,22,Sunny
2022-01-03,NEW_YORK_CITY,NY,19,22,Snow
2022-01-03,NEW_YORK_CITY,NY,19,21,Sunny
2022-01-03,PENDLETON,OR,44,38,Rain
2022-01-03,PENDLETON,OR,44,40,Rain
2022-01-03,PENDLETON,OR,44,43,Rain
2022-01-03,PENDLETON,OR,44,41,Rain
2022-01-03,PENDLETON,OR,26,24,Rain
2022-01-03,PENDLETON,OR,26,27,Snow
2022-01-03,PENDLETON,OR,26,26,Rain
2022-01-03,PENDLETON,OR,26,25,Snow
2022-01-03,PORTLAND,OR,42,44,Rain
2022-01-03,PORTLAND,OR,42,43,Rain
2022-01-03,PORTLAND,OR,42,42,Rain
2022-01-03,PORTLAND,OR,42,43,Rain
2022-01-03,PORTLAND,OR,38,38,Rain
2022-01-03,PORTLAND,OR,38,38,Rain
2022-01-03,PORTLAND,OR,38,38,Rain
2022-01-03,PORTLAND,OR,38,38,Rain
2022-01-03,PUEBLO,CO,47,56,Sunny
2022-01-03,PUEBLO,CO,47,55,Sunny
2022-01-03,PUEBLO,CO,47,54,Sunny
2022-01-03,PUEBLO,CO,47,52,Sunny
2022-01-03,PUEBLO,CO,23,20,Sunny
2022-01-03,PUEBLO,CO,23,20,Windy
2022-01-03,PUEBLO,CO,23,21,Sunny
2022-01-03,PUEBLO,CO,23,26,Windy
2022-01-03,ROCHESTER,NY,19,24,Snow Showers
2022-01-03,ROCHESTER,NY,19,24,Snow Showers
2022-01-03,ROCHESTER,NY,19,22,Snow Flurries
2022-01-03,ROCHESTER,NY,19,21,Snow Showers
2022-01-03,ROCHESTER,NY,9,16,Snow Showers
2022-01-03,ROCHESTER,NY,9,16,Partly Cloudy
2022-01-03,ROCHESTER,NY,9,17,Snow Showers
2022-01-03,ROCHESTER,NY,9,13,Mostly Cloudy
2022-01-03,DENVER,CO,51,50,Partly Cloudy
2022-01-03,DENVER,CO,51,50,Partly Cloudy
2022-01-03,DENVER,CO,51,50,Partly Cloudy
2022-01-03,DENVER,CO,51,48,Partly Cloudy
2022-01-03,DENVER,CO,30,22,Partly Cloudy
2022-01-03,DENVER,CO,30,20,Windy
2022-01-03,DENVER,CO,30,21,Partly Cloudy
2022-01-03,DENVER,CO,30,26,Windy
2022-01-03,DETROIT,MI,27,28,Sunny
2022-01-03,DETROIT,MI,27,28,Sunny
2022-01-03,DETROIT,MI,27,28,Sunny
2022-01-03,DETROIT,MI,27,28,Sunny
2022-01-03,DETROIT,MI,19,19,Sunny
2022-01-03,DETROIT,MI,19,19,Partly Cloudy
2022-01-03,DETROIT,MI,19,19,Sunny
2022-01-03,DETROIT,MI,19,19,Partly Cloudy
2022-01-03,EUGENE,OR,43,47,Rain
2022-01-03,EUGENE,OR,43,46,Rain
2022-01-03,EUGENE,OR,43,44,Rain
2022-01-03,EUGENE,OR,43,47,Rain
2022-01-03,EUGENE,OR,39,37,Rain
2022-01-03,EUGENE,OR,39,37,Rain
2022-01-03,EUGENE,OR,39,37,Rain
2022-01-03,EUGENE,OR,39,37,Rain
2022-01-03,FLINT,MI,25,28,Partly Cloudy
2022-01-03,FLINT,MI,25,28,Partly Cloudy
2022-01-03,FLINT,MI,25,27,Partly Cloudy
2022-01-03,FLINT,MI,25,27,Partly Cloudy
2022-01-03,FLINT,MI,20,18,Partly Cloudy
2022-01-03,FLINT,MI,20,18,Partly Cloudy
2022-01-03,FLINT,MI,20,18,Partly Cloudy
2022-01-03,FLINT,MI,20,18,Partly Cloudy
2022-01-03,GRAND_JUNCTION,CO,21,27,Sunny
2022-01-03,GRAND_JUNCTION,CO,21,28,Sunny
2022-01-03,GRAND_JUNCTION,CO,21,27,Sunny
2022-01-03,GRAND_JUNCTION,CO,21,24,Sunny
2022-01-03,GRAND_JUNCTION,CO,7,11,Sunny
2022-01-03,GRAND_JUNCTION,CO,7,11,Mostly Cloudy
2022-01-03,GRAND_JUNCTION,CO,7,11,Sunny
2022-01-03,GRAND_JUNCTION,CO,7,11,Mostly Cloudy
2022-01-03,GRAND_RAPIDS,MI,28,28,Partly Cloudy
2022-01-03,GRAND_RAPIDS,MI,28,28,Partly Cloudy
2022-01-03,GRAND_RAPIDS,MI,28,29,Mostly Cloudy
2022-01-03,GRAND_RAPIDS,MI,28,28,Mostly Cloudy
2022-01-03,GRAND_RAPIDS,MI,18,19,Partly Cloudy
2022-01-03,GRAND_RAPIDS,MI,18,20,Partly Cloudy
2022-01-03,GRAND_RAPIDS,MI,18,19,Mostly Cloudy
2022-01-03,GRAND_RAPIDS,MI,18,19,Partly Cloudy
2022-01-03,LANSING,MI,28,28,Partly Cloudy
2022-01-03,LANSING,MI,28,28,Partly Cloudy
2022-01-03,LANSING,MI,28,29,Partly Cloudy
2022-01-03,LANSING,MI,28,28,Partly Cloudy
2022-01-03,LANSING,MI,20,19,Partly Cloudy
2022-01-03,LANSING,MI,20,19,Partly Cloudy
2022-01-03,LANSING,MI,20,19,Partly Cloudy
2022-01-03,LANSING,MI,20,18,Partly Cloudy
2022-01-03,SALEM,OR,43,46,Rain
2022-01-03,SALEM,OR,43,44,Rain
2022-01-03,SALEM,OR,43,43,Rain
2022-01-03,SALEM,OR,43,46,Rain
2022-01-03,SALEM,OR,38,38,Rain
2022-01-03,SALEM,OR,38,38,Rain
2022-01-03,SALEM,OR,38,38,Rain
2022-01-03,SALEM,OR,38,38,Rain
2022-01-03,ST_STE_MARIE,MI,27,26,Mostly Cloudy
2022-01-03,ST_STE_MARIE,MI,27,26,Mostly Cloudy
2022-01-03,ST_STE_MARIE,MI,27,26,Mostly Cloudy
2022-01-03,ST_STE_MARIE,MI,27,24,Mostly Cloudy
2022-01-03,ST_STE_MARIE,MI,21,18,Mostly Cloudy
2022-01-03,ST_STE_MARIE,MI,21,18,Cloudy
2022-01-03,ST_STE_MARIE,MI,21,16,Mostly Cloudy
2022-01-03,ST_STE_MARIE,MI,21,16,Snow Showers
2022-01-03,SYRACUSE,NY,20,24,Snow Showers
2022-01-03,SYRACUSE,NY,20,24,Snow Showers
2022-01-03,SYRACUSE,NY,20,21,Snow Showers
2022-01-03,SYRACUSE,NY,20,20,Mostly Cloudy
2022-01-03,SYRACUSE,NY,11,16,Snow Showers
2022-01-03,SYRACUSE,NY,11,16,Partly Cloudy
2022-01-03,SYRACUSE,NY,11,17,Mostly Cloudy
2022-01-03,SYRACUSE,NY,11,13,Partly Cloudy
2022-01-04,ALBANY,NY,29,35,Sunny
2022-01-04,ALBANY,NY,29,33,Sunny
2022-01-04,ALBANY,NY,29,32,Sunny
2022-01-04,ALBANY,NY,29,30,Sunny
2022-01-04,ALBANY,NY,28,24,Sunny
2022-01-04,ALBANY,NY,28,22,Rain Showers
2022-01-04,ALBANY,NY,28,26,Sunny
2022-01-04,ALBANY,NY,28,23,Mostly Cloudy
2022-01-04,BUFFALO,NY,34,38,Partly Cloudy
2022-01-04,BUFFALO,NY,34,33,Partly Cloudy
2022-01-04,BUFFALO,NY,34,37,Mostly Cloudy
2022-01-04,BUFFALO,NY,34,37,Mostly Cloudy
2022-01-04,BUFFALO,NY,31,31,Partly Cloudy
2022-01-04,BUFFALO,NY,31,31,Rain Showers
2022-01-04,BUFFALO,NY,31,31,Mostly Cloudy
2022-01-04,BUFFALO,NY,31,30,Rain Showers
2022-01-04,COLORADO_SPGS,CO,55,51,Windy
2022-01-04,COLORADO_SPGS,CO,55,52,Windy
2022-01-04,COLORADO_SPGS,CO,55,51,Windy
2022-01-04,COLORADO_SPGS,CO,55,50,Windy
2022-01-04,COLORADO_SPGS,CO,23,18,Windy
2022-01-04,COLORADO_SPGS,CO,23,18,Partly Cloudy
2022-01-04,COLORADO_SPGS,CO,23,17,Windy
2022-01-04,COLORADO_SPGS,CO,23,20,Windy
2022-01-04,MEDFORD,OR,45,44,Rain
2022-01-04,MEDFORD,OR,45,44,Rain
2022-01-04,MEDFORD,OR,45,44,Rain
2022-01-04,MEDFORD,OR,45,44,Rain
2022-01-04,MEDFORD,OR,41,40,Rain
2022-01-04,MEDFORD,OR,41,43,Rain
2022-01-04,MEDFORD,OR,41,42,Rain
2022-01-04,MEDFORD,OR,41,43,Rain
2022-01-04,NEW_YORK_CITY,NY,34,35,Sunny
2022-01-04,NEW_YORK_CITY,NY,34,36,Sunny
2022-01-04,NEW_YORK_CITY,NY,34,36,Sunny
2022-01-04,NEW_YORK_CITY,NY,34,35,Sunny
2022-01-04,NEW_YORK_CITY,NY,31,29,Sunny
2022-01-04,NEW_YORK_CITY,NY,31,31,Rain
2022-01-04,NEW_YORK_CITY,NY,31,29,Sunny
2022-01-04,NEW_YORK_CITY,NY,31,28,Freezing Rain
2022-01-04,PENDLETON,OR,40,38,Snow
2022-01-04,PENDLETON,OR,40,38,Rain and Snow
2022-01-04,PENDLETON,OR,40,33,Snow
2022-01-04,PENDLETON,OR,40,37,Rain
2022-01-04,PENDLETON,OR,32,28,Rain and Snow
2022-01-04,PENDLETON,OR,32,26,Snow
2022-01-04,PENDLETON,OR,32,34,Rain
2022-01-04,PENDLETON,OR,32,28,Snow
2022-01-04,PORTLAND,OR,46,45,Rain
2022-01-04,PORTLAND,OR,46,42,Rain
2022-01-04,PORTLAND,OR,46,42,Rain
2022-01-04,PORTLAND,OR,46,44,Rain
2022-01-04,PORTLAND,OR,39,39,Rain
2022-01-04,PORTLAND,OR,39,39,Rain
2022-01-04,PORTLAND,OR,39,38,Rain
2022-01-04,PORTLAND,OR,39,38,Rain
2022-01-04,PUEBLO,CO,59,58,Windy
2022-01-04,PUEBLO,CO,59,58,Windy
2022-01-04,PUEBLO,CO,59,56,Windy
2022-01-04,PUEBLO,CO,59,56,Windy
2022-01-04,PUEBLO,CO,17,16,Windy
2022-01-04,PUEBLO,CO,17,16,Partly Cloudy
2022-01-04,PUEBLO,CO,17,15,Windy
2022-01-04,PUEBLO,CO,17,18,Windy
2022-01-04,ROCHESTER,NY,34,37,Partly Cloudy
2022-01-04,ROCHESTER,NY,34,34,Partly Cloudy
2022-01-04,ROCHESTER,NY,34,36,Mostly Cloudy
2022-01-04,ROCHESTER,NY,34,37,Partly Cloudy
2022-01-04,ROCHESTER,NY,30,29,Partly Cloudy
2022-01-04,ROCHESTER,NY,30,29,Rain Showers
2022-01-04,ROCHESTER,NY,30,29,Partly Cloudy
2022-01-04,ROCHESTER,NY,30,27,Rain Showers
2022-01-04,DENVER,CO,47,48,Windy
2022-01-04,DENVER,CO,47,46,Windy
2022-01-04,DENVER,CO,47,46,Windy
2022-01-04,DENVER,CO,47,47,Windy
2022-01-04,DENVER,CO,14,16,Windy
2022-01-04,DENVER,CO,14,16,Snow
2022-01-04,DENVER,CO,14,20,Windy
2022-01-04,DENVER,CO,14,18,Snow
2022-01-04,DETROIT,MI,34,36,Partly Cloudy
2022-01-04,DETROIT,MI,34,36,Partly Cloudy
2022-01-04,DETROIT,MI,34,36,Partly Cloudy
2022-01-04,DETROIT,MI,34,35,Partly Cloudy
2022-01-04,DETROIT,MI,33,30,Partly Cloudy
2022-01-04,DETROIT,MI,33,29,Snow Showers
2022-01-04,DETROIT,MI,33,30,Partly Cloudy
2022-01-04,DETROIT,MI,33,30,Snow Showers
2022-01-04,EUGENE,OR,46,47,Rain
2022-01-04,EUGENE,OR,46,46,Rain
2022-01-04,EUGENE,OR,46,46,Rain
2022-01-04,EUGENE,OR,46,47,Rain
2022-01-04,EUGENE,OR,43,41,Rain
2022-01-04,EUGENE,OR,43,41,Rain
2022-01-04,EUGENE,OR,43,41,Rain
2022-01-04,EUGENE,OR,43,41,Rain
2022-01-04,FLINT,MI,32,35,Partly Cloudy
2022-01-04,FLINT,MI,32,35,Partly Cloudy
2022-01-04,FLINT,MI,32,35,Partly Cloudy
2022-01-04,FLINT,MI,32,35,Mostly Cloudy
2022-01-04,FLINT,MI,31,29,Partly Cloudy
2022-01-04,FLINT,MI,31,28,Snow Showers
2022-01-04,FLINT,MI,31,28,Mostly Cloudy
2022-01-04,FLINT,MI,31,28,Snow Showers
2022-01-04,GRAND_JUNCTION,CO,24,33,Mostly Cloudy
2022-01-04,GRAND_JUNCTION,CO,24,32,Partly Cloudy
2022-01-04,GRAND_JUNCTION,CO,24,28,Mostly Cloudy
2022-01-04,GRAND_JUNCTION,CO,24,26,Partly Cloudy
2022-01-04,GRAND_JUNCTION,CO,6,17,Partly Cloudy
2022-01-04,GRAND_JUNCTION,CO,6,16,Mostly Cloudy
2022-01-04,GRAND_JUNCTION,CO,6,14,Partly Cloudy
2022-01-04,GRAND_JUNCTION,CO,6,12,Mostly Cloudy
2022-01-04,GRAND_RAPIDS,MI,32,35,Partly Cloudy
2022-01-04,GRAND_RAPIDS,MI,32,35,Partly Cloudy
2022-01-04,GRAND_RAPIDS,MI,32,34,Partly Cloudy
2022-01-04,GRAND_RAPIDS,MI,32,35,Mostly Cloudy
2022-01-04,GRAND_RAPIDS,MI,31,26,Partly Cloudy
2022-01-04,GRAND_RAPIDS,MI,31,23,Snow Showers
2022-01-04,GRAND_RAPIDS,MI,31,28,Mostly Cloudy
2022-01-04,GRAND_RAPIDS,MI,31,23,Snow Showers
2022-01-04,LANSING,MI,35,36,Partly Cloudy
2022-01-04,LANSING,MI,35,35,Partly Cloudy
2022-01-04,LANSING,MI,35,35,Partly Cloudy
2022-01-04,LANSING,MI,35,35,Partly Cloudy
2022-01-04,LANSING,MI,32,29,Partly Cloudy
2022-01-04,LANSING,MI,32,26,Snow Showers
2022-01-04,LANSING,MI,32,29,Partly Cloudy
2022-01-04,LANSING,MI,32,25,Snow Showers
2022-01-04,SALEM,OR,46,46,Rain
2022-01-04,SALEM,OR,46,45,Rain
2022-01-04,SALEM,OR,46,45,Rain
2022-01-04,SALEM,OR,46,46,Rain
2022-01-04,SALEM,OR,44,41,Rain
2022-01-04,SALEM,OR,44,41,Rain
2022-01-04,SALEM,OR,44,41,Rain
2022-01-04,SALEM,OR,44,41,Rain
2022-01-04,ST_STE_MARIE,MI,30,31,Cloudy
2022-01-04,ST_STE_MARIE,MI,30,30,Rain and Snow
2022-01-04,ST_STE_MARIE,MI,30,30,Snow Showers
2022-01-04,ST_STE_MARIE,MI,30,30,Cloudy
2022-01-04,ST_STE_MARIE,MI,24,24,Rain and Snow
2022-01-04,ST_STE_MARIE,MI,24,24,Snow Showers
2022-01-04,ST_STE_MARIE,MI,24,25,Cloudy
2022-01-04,ST_STE_MARIE,MI,24,26,Snow Showers
2022-01-04,SYRACUSE,NY,34,39,Partly Cloudy
2022-01-04,SYRACUSE,NY,34,37,Partly Cloudy
2022-01-04,SYRACUSE,NY,34,36,Partly Cloudy
2022-01-04,SYRACUSE,NY,34,37,Mostly Cloudy
2022-01-04,SYRACUSE,NY,25,25,Partly Cloudy
2022-01-04,SYRACUSE,NY,25,30,Mostly Cloudy
2022-01-04,SYRACUSE,NY,25,28,Mostly Cloudy
2022-01-04,SYRACUSE,NY,25,28,Mostly Cloudy
2022-01-05,ALBANY,NY,38,43,Rain Showers
2022-01-05,ALBANY,NY,38,42,Cloudy
2022-01-05,ALBANY,NY,38,42,Mostly Cloudy
2022-01-05,ALBANY,NY,38,41,Cloudy
2022-01-05,ALBANY,NY,29,27,Cloudy
2022-01-05,ALBANY,NY,29,28,Mostly Cloudy
2022-01-05,ALBANY,NY,29,29,Cloudy
2022-01-05,ALBANY,NY,29,28,Mostly Cloudy
2022-01-05,BUFFALO,NY,42,39,Rain Showers
2022-01-05,BUFFALO,NY,42,41,Rain Showers
2022-01-05,BUFFALO,NY,42,42,Rain Showers
2022-01-05,BUFFALO,NY,42,43,Rain Showers
2022-01-05,BUFFALO,NY,22,24,Rain Showers
2022-01-05,BUFFALO,NY,22,26,Snow
2022-01-05,BUFFALO,NY,22,23,Rain Showers
2022-01-05,BUFFALO,NY,22,25,Snow
2022-01-05,COLORADO_SPGS,CO,55,47,Partly Cloudy
2022-01-05,COLORADO_SPGS,CO,55,47,Partly Cloudy
2022-01-05,COLORADO_SPGS,CO,55,46,Windy
2022-01-05,COLORADO_SPGS,CO,55,46,Snow Showers
2022-01-05,COLORADO_SPGS,CO,7,5,Partly Cloudy
2022-01-05,COLORADO_SPGS,CO,7,4,Partly Cloudy
2022-01-05,COLORADO_SPGS,CO,7,5,Snow Showers
2022-01-05,COLORADO_SPGS,CO,7,4,Partly Cloudy
2022-01-05,MEDFORD,OR,51,47,Rain
2022-01-05,MEDFORD,OR,51,47,Rain
2022-01-05,MEDFORD,OR,51,49,Rain
2022-01-05,MEDFORD,OR,51,50,Rain
2022-01-05,MEDFORD,OR,46,43,Rain
2022-01-05,MEDFORD,OR,46,45,Rain
2022-01-05,MEDFORD,OR,46,44,Rain
2022-01-05,MEDFORD,OR,46,44,Mostly Cloudy
2022-01-05,NEW_YORK_CITY,NY,47,45,Rain
2022-01-05,NEW_YORK_CITY,NY,47,45,Rain Showers
2022-01-05,NEW_YORK_CITY,NY,47,42,Freezing Rain
2022-01-05,NEW_YORK_CITY,NY,47,43,Rain
2022-01-05,NEW_YORK_CITY,NY,38,34,Rain Showers
2022-01-05,NEW_YORK_CITY,NY,38,33,Partly Cloudy
2022-01-05,NEW_YORK_CITY,NY,38,32,Rain
